Status ID,Status Type,Status Link,Status Name,Status Created Time,Status Message,Status Shares Count,Status Likes Count,Status Comments Count,Comment ID,Comment Created Time,Comment Message,Comment From,Comment Likes Count,Reply ID,Reply Created Time,Reply Message,Reply From,Reply Likes Count
157864337622558_1149802038428778,status,<no link>,<no name>,2016-11-10 20:08:07,"Big congrats 17-yr old Lui Yuan Chow for a new Singapore record over 3000m: 8:35.92!

Breaks old record of 8:43.87 by 2003 SEA Games 1500m bronze medalist and national record holder, Chamkaur Singh (3:51.59). 

#RoadToKL #SEAGames2017",0,41,0
157864337622558_1149108988498083,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1149108988498083/?type=3,Timeline Photos,2016-11-09 23:17:59,"While 9-year old Atlas' dad was getting in a solid workout on the track, I was put on babysitting duty. Big thanks to my friends for helping to entertain Atlas! He ran 10 laps around the track in lane 5 then got to meet Singapore's top 1500m runner Raviin Kumar, 400m hurdle record holder Dipna Lim-Prasad, and 400m record holder Zubin Muncherji. #SingaporeAthletics",0,20,0
157864337622558_1148937738515208,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1148937738515208/?type=3,Timeline Photos,2016-11-09 20:44:16,"Where in Singapore can you get Singapore's #1 para-runner, 1500m runner, and marathoner cheering you on in a workout? Nowhere but the ASICS Running Club . Join us every Wednesday for a workout led by Andy Neo and some of the best runners in Singapore. Zac Leow, Raviin Kumar and I all had fun rooting for you at Kallang Practice Track tonight! 

#WantItMore #BetterYourBest #ASICSSG",0,34,0
157864337622558_1147630651979250,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1147630651979250/?type=3,Timeline Photos,2016-11-08 10:41:09,I was this thrilled at finally doing a long run again with my longtime buddy Dr Suriya Prakaash. One of my best friends both on and off the roads. #MyMan,0,48,0
157864337622558_1146873505388298,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1146873505388298/?type=3,Timeline Photos,2016-11-07 16:42:26,"When you hold track races at night, photos are more epic, weather is more conducive for good performances, and spectating crowds are bigger. 

If you're not hosting a meet that's spectator friendly, you don't know track. 
157864337622558_1122246811184301,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1122246811184301/?type=3,Timeline Photos,2016-10-12 12:26:34,"Trying to sprint after 41km of running to break 2:25.

Used the ASICS Gel-Hyperspeed 7 for Bank of America Chicago Marathon and it propelled me to a 2:24:55 national record. Enough cushioning to protect my feet over the distance, yet super lightweight, allowing speed to be unleashed when needed. Like when I covered the final kilometre in 3:20 to squeeze under the 2:25:00 mark. 

Definitely recommend it to anyone looking for a racing shoe - easily the best I've ever worn. 

#WantItMore #ChiMarathon",2,146,7,1122246811184301_1122334137842235,2016-10-12 15:24:18,All about the runner mate!!! :),Arjun Seetharaman (10153815562631567),0
157864337622558_1122246811184301,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1122246811184301/?type=3,Timeline Photos,2016-10-12 12:26:34,"Trying to sprint after 41km of running to break 2:25.

Used the ASICS Gel-Hyperspeed 7 for Bank of America Chicago Marathon and it propelled me to a 2:24:55 national record. Enough cushioning to protect my feet over the distance, yet super lightweight, allowing speed to be unleashed when needed. Like when I covered the final kilometre in 3:20 to squeeze under the 2:25:00 mark. 

Definitely recommend it to anyone looking for a racing shoe - easily the best I've ever worn. 

#WantItMore #ChiMarathon",2,146,7,1122246811184301_1122380417837607,2016-10-12 16:57:06,Better than Nike racing shoes?,Dominykas Pacas (10154204110857874),0
157864337622558_1122246811184301,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1122246811184301/?type=3,Timeline Photos,2016-10-12 12:26:34,"Trying to sprint after 41km of running to break 2:25.

Used the ASICS Gel-Hyperspeed 7 for Bank of America Chicago Marathon and it propelled me to a 2:24:55 national record. Enough cushioning to protect my feet over the distance, yet super lightweight, allowing speed to be unleashed when needed. Like when I covered the final kilometre in 3:20 to squeeze under the 2:25:00 mark. 

Definitely recommend it to anyone looking for a racing shoe - easily the best I've ever worn. 

#WantItMore #ChiMarathon",2,146,7,1122246811184301_1122499931158989,2016-10-12 20:15:10,Wow . I dun know if I can run 1 km in 3:20 now😂😂😂,Tp Dezilva (1717329615260629),0
157864337622558_1122246811184301,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1122246811184301/?type=3,Timeline Photos,2016-10-12 12:26:34,"Trying to sprint after 41km of running to break 2:25.

Used the ASICS Gel-Hyperspeed 7 for Bank of America Chicago Marathon and it propelled me to a 2:24:55 national record. Enough cushioning to protect my feet over the distance, yet super lightweight, allowing speed to be unleashed when needed. Like when I covered the final kilometre in 3:20 to squeeze under the 2:25:00 mark. 

Definitely recommend it to anyone looking for a racing shoe - easily the best I've ever worn. 

#WantItMore #ChiMarathon",2,146,7,1122246811184301_1122500504492265,2016-10-12 20:16:33,U could possibly do a 2:20 in Berlin 👍👍👍,Tp Dezilva (1717329615260629),0
157864337622558_1121805297895119,link,https://connect.garmin.com/modern/activity/1400917458,Chicago Running,2016-10-11 23:24:17,Chicago Marathon stats now available here. Powered by the Garmin Singapore Forerunner 630. #BeatYesterday,0,82,2,1121805297895119_1121814037894245,2016-10-11 23:40:50,Rock!,Jessica Barone (1398170633556998),0
157864337622558_1121805297895119,link,https://connect.garmin.com/modern/activity/1400917458,Chicago Running,2016-10-11 23:24:17,Chicago Marathon stats now available here. Powered by the Garmin Singapore Forerunner 630. #BeatYesterday,0,82,2,1121805297895119_1122123447863304,2016-10-12 07:25:11,Awesome!!!,Gphoria Aw (10154336368872639),0
157864337622558_1121362801272702,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1121362801272702/?type=3,Timeline Photos,2016-10-11 08:41:41,"Not every day a Singaporean makes the front page of the Chicago Tribune.

Big shoutout to the guy on the far right, Chris Robertson. We both raced NIRCA Cross Country Nationals in 2013 - me for Oregon, him for Iowa State (pretty sure he smoked me there). 

I was fortunate to have his company from the early days in this pack all the way to mile 16 when he made a big move that only I went with and all the way to the end when we were both battling down the home straight. Competition can bring fast times, and in yesterday's case, having a great runner like Chris pushing me past my comfort zone all the way is what brought a sub-2:25 time for both of us. We both clocked in at 2:24:55, personal bests for both of us. 

Thanks brother! 

#ChiMarathon",0,98,0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120703768005272,2016-10-10 14:06:46,"National record is national record , there should not be any condition such as ""AIMS certified""😂",Alan Cao (10210947075544034),0,1120692841339698_1120810027994646,2016-10-10 17:18:51,Are u a runner? Courses that are not certified do not get counted for records,Andrew Cheong (10154293066294412),3
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120705401338442,2016-10-10 14:10:30,Amazing pacing. (Y),Mustafa Mašetić (10210078318729837),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120724638003185,2016-10-10 14:44:28,congratulation!Well done!Pretty sure you can get the Gold in the Kulaur Lumpur sea games next year!,Deyu Kong (1131794816888813),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120746888000960,2016-10-10 15:11:27,"Rui Yong, congratulations. When you share your race and training timings, it simply motivates ordinary runners like myself.

Mind if I ask how fast can you clock for an IPPT 2.4km?
*I'm not judging you on whatever timing you say; just curious.",Alvin Chin (10154778896886600),0,1120692841339698_1120998087975840,2016-10-10 22:58:11,Should be around sub 7? Marcus Ong claims sub 7 b4 loll,Michael Ng (1472401909439995),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120810597994589,2016-10-10 17:19:48,Well done. Best of all you finally raced injury free. May your next one be The One! Auspicium meloris avei!,Andrew Cheong (10154293066294412),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120919081317074,2016-10-10 20:43:26,"Great Run Champ!
Watch your front Champ😀🍾",Mikhael Hu An (10211072828444510),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1120997094642606,2016-10-10 22:56:21,Grab gold for SG in coming SEA games & go for Asian games bro. U r the proud of SG. We r normal runners that treat run as our life but u r a real champion 🏃🏃🏃,Michael Ng (1472401909439995),0
157864337622558_1120692841339698,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120692841339698/?type=3,Timeline Photos,2016-10-10 13:49:01,"At the end of the day, the question is if you #WantItMore.

Bank of America Chicago Marathon Splits:
5K - 17:25 
10K - 34:51 (17:26)
15K - 52:13 (17:23)
20K - 1:09:23 (17:10)
Half - 1:13:09
25K - 1:26:39 (17:10)
30K - 1:43:28 (16:49)
35K - 2:00:22 (16:54)
40K - 2:17:33 (17:12)
Finish - 2:24:55 (PB) (2nd half - 1:11:46)

Singapore Record (AIMS Certified Course).",4,230,8,1120692841339698_1121045667971082,2016-10-11 00:25:12,WELL DONE BUDDY! AWESOME!!!,Byron See Toh (1318576788176902),0
157864337622558_1120345074707808,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120345074707808/?type=3,Timeline Photos,2016-10-10 02:33:57,Came back to mile 21 to support the 7 hour marathoners still slugging their way through. We're all in this together! #ChiMarathon,0,81,0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120249188050730,2016-10-09 23:52:21,"So good bro! Upload it go Strava, they are giving away free shoes for negative splits!
 http://blog.strava.com/back-half-challenge/

Good work man!",James Brendan (1882478378652759),1
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120252308050418,2016-10-09 23:59:27,"Good race,  Ruiyong!  Proud of you 👏👍👍",Jason Ong (10206099233398831),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120257374716578,2016-10-10 00:07:17,Congratulations on the outstanding race and marathon PB!,Anthony Sum (10154403968044930),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120263881382594,2016-10-10 00:18:37,Well done Rui. Great effort!!,Matthew Johnson (10153883724855880),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120265218049127,2016-10-10 00:21:36,Congrats soh!,Tin Tin (1721450901511638),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120269571382025,2016-10-10 00:30:55,"Congratulations, Soh Rui Yong ! Well done!",Mohammad Haikal (10154756616447372),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120283048047344,2016-10-10 00:48:17,Congrats to you.,Stan Simmons (10154708323939231),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120288208046828,2016-10-10 00:53:57,Top work-well done,Belal Ahmed (10154498151775923),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120364044705911,2016-10-10 03:10:07,Congrars on your awesome timing cum PB.,Matthias Eugene (524843967714581),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120427594699556,2016-10-10 05:13:23,Wah You Run So Fast🏅,Mikhael Hu An (10211072828444510),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120455871363395,2016-10-10 05:58:41,Awesome result! Congrats :),Herek Loei (10157771480440008),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120461488029500,2016-10-10 06:06:19,Wow.rogger bannister tag,Selwyn Ebenezer (10202602590662374),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120474898028159,2016-10-10 06:25:05,Congrats!,Simon Koh (10154114455271947),0
